Timestamp,ParticipantName,VisualCondition,BoxID,BallName,Stiffness,BlockGrabCount,TotalGrabCount,FirstGrabTimestamp,LastGrabTimestamp,Confidence
2025-08-06 00:54:41.354,M2,Vision,4,"BaseBall_1",0.5,1,98,2025-08-06 00:54:38.358,2025-08-06 00:54:38.358,5
2025-08-06 00:54:46.833,M2,Vision,1,"FeltBall_2",0,1,99,2025-08-06 00:54:45.178,2025-08-06 00:54:45.178,5
2025-08-06 00:54:51.564,M2,Vision,1,"FeltBall_3",0,1,100,2025-08-06 00:54:50.209,2025-08-06 00:54:50.209,5
2025-08-06 00:55:00.639,M2,Vision,3,"BouncyBall_4",0.3,2,102,2025-08-06 00:54:55.118,2025-08-06 00:54:57.298,5
2025-08-06 00:55:05.266,M2,Vision,2,"SpongeBall_5",0.1,1,103,2025-08-06 00:47:51.156,2025-08-06 00:55:03.721,5
2025-08-06 00:55:10.422,M2,Vision,5,"StealBall_6",1,1,104,2025-08-06 00:55:08.383,2025-08-06 00:55:08.383,5
2025-08-06 00:55:15.210,M2,Vision,1,"FeltBall_7",0,1,105,2025-08-06 00:50:43.965,2025-08-06 00:55:13.670,5
2025-08-06 00:55:20.915,M2,Vision,2,"SpongeBall_8",0.1,1,106,2025-08-06 00:55:19.350,2025-08-06 00:55:19.350,5
2025-08-06 00:55:27.575,M2,Vision,4,"BaseBall_9",0.5,2,108,2025-08-06 00:55:24.512,2025-08-06 00:55:26.098,5
2025-08-06 00:55:34.328,M2,Vision,3,"BouncyBall_10",0.3,1,109,2025-08-06 00:48:38.608,2025-08-06 00:55:32.115,5
2025-08-06 00:55:40.977,M2,Vision,4,"BaseBall_11",0.5,1,110,2025-08-06 00:51:06.499,2025-08-06 00:55:38.888,5
2025-08-06 00:55:47.157,M2,Vision,5,"StealBall_12",1,1,111,2025-08-06 00:55:45.052,2025-08-06 00:55:45.052,5
2025-08-06 00:55:52.355,M2,Vision,2,"SpongeBall_13",0.1,1,112,2025-08-06 00:55:50.949,2025-08-06 00:55:50.949,5
2025-08-06 00:56:01.544,M2,Vision,3,"BouncyBall_14",0.3,3,115,2025-08-06 00:49:07.402,2025-08-06 00:55:59.294,5
2025-08-06 00:56:06.829,M2,Vision,5,"StealBall_15",1,1,116,2025-08-06 00:56:04.769,2025-08-06 00:56:04.769,5
