Timestamp,ParticipantName,VisualCondition,BoxID,BallName,Stiffness,BlockGrabCount,TotalGrabCount,FirstGrabTimestamp,LastGrabTimestamp,Confidence
2025-08-06 00:47:26.755,M2,Vision,5,"StealBall_1",1,1,45,2025-08-06 00:47:23.908,2025-08-06 00:47:23.908,5
2025-08-06 00:47:34.192,M2,Vision,2,"SpongeBall_2",0.1,1,46,2025-08-06 00:47:31.442,2025-08-06 00:47:31.442,5
2025-08-06 00:47:41.316,M2,Vision,5,"StealBall_3",1,1,47,2025-08-06 00:47:38.527,2025-08-06 00:47:38.527,5
2025-08-06 00:47:46.747,M2,Vision,1,"FeltBall_4",0,1,48,2025-08-06 00:47:44.541,2025-08-06 00:47:44.541,5
2025-08-06 00:47:54.412,M2,Vision,2,"SpongeBall_5",0.1,1,49,2025-08-06 00:47:51.156,2025-08-06 00:47:51.156,5
2025-08-06 00:48:06.818,M2,Vision,4,"BaseBall_6",0.5,2,51,2025-08-06 00:47:58.582,2025-08-06 00:48:03.387,5
2025-08-06 00:48:18.094,M2,Vision,4,"BaseBall_7",0.5,2,53,2025-08-06 00:48:13.349,2025-08-06 00:48:16.090,5
2025-08-06 00:48:27.198,M2,Vision,4,"BaseBall_8",0.5,1,54,2025-08-06 00:48:21.979,2025-08-06 00:48:21.979,5
2025-08-06 00:48:33.824,M2,Vision,1,"FeltBall_9",0,1,55,2025-08-06 00:48:31.801,2025-08-06 00:48:31.801,5
2025-08-06 00:48:41.784,M2,Vision,3,"BouncyBall_10",0.3,1,56,2025-08-06 00:48:38.608,2025-08-06 00:48:38.608,5
2025-08-06 00:48:51.140,M2,Vision,3,"BouncyBall_11",0.3,1,57,2025-08-06 00:48:45.233,2025-08-06 00:48:45.233,5
2025-08-06 00:48:56.410,M2,Vision,1,"FeltBall_12",0,1,58,2025-08-06 00:48:54.756,2025-08-06 00:48:54.756,5
2025-08-06 00:49:03.602,M2,Vision,5,"StealBall_13",1,1,59,2025-08-06 00:49:01.045,2025-08-06 00:49:01.045,5
2025-08-06 00:49:10.778,M2,Vision,3,"BouncyBall_14",0.3,1,60,2025-08-06 00:49:07.402,2025-08-06 00:49:07.402,5
2025-08-06 00:49:16.341,M2,Vision,2,"SpongeBall_15",0.1,1,61,2025-08-06 00:49:14.813,2025-08-06 00:49:14.813,5
