Timestamp,ParticipantName,VisualCondition,BoxID,BallName,Stiffness,BlockGrabCount,TotalGrabCount,FirstGrabTimestamp,LastGrabTimestamp,Confidence
2025-08-06 00:52:21.866,M2,Base,5,"100_1",1,1,80,2025-08-06 00:52:17.895,2025-08-06 00:52:17.895,5
2025-08-06 00:52:28.345,M2,Base,5,"100_2",1,1,81,2025-08-06 00:52:25.540,2025-08-06 00:52:25.540,5
2025-08-06 00:52:34.017,M2,Base,1,"0_3",0,1,82,2025-08-06 00:52:32.079,2025-08-06 00:52:32.079,5
2025-08-06 00:52:43.341,M2,Base,2,"10_4",0.1,2,84,2025-08-06 00:52:38.369,2025-08-06 00:52:41.837,5
2025-08-06 00:52:49.432,M2,Base,1,"0_5",0,1,85,2025-08-06 00:52:46.989,2025-08-06 00:52:46.989,5
2025-08-06 00:52:57.130,M2,Base,3,"30_6",0.3,1,86,2025-08-06 00:52:54.448,2025-08-06 00:52:54.448,5
2025-08-06 00:53:03.220,M2,Base,2,"10_7",0.1,1,87,2025-08-06 00:53:01.039,2025-08-06 00:53:01.039,5
2025-08-06 00:53:17.411,M2,Base,5,"100_8",1,2,89,2025-08-06 00:53:08.648,2025-08-06 00:53:14.228,5
2025-08-06 00:53:23.318,M2,Base,3,"30_9",0.3,1,90,2025-08-06 00:53:21.146,2025-08-06 00:53:21.146,5
2025-08-06 00:53:29.065,M2,Base,4,"50_10",0.5,1,91,2025-08-06 00:53:26.918,2025-08-06 00:53:26.918,5
2025-08-06 00:53:34.791,M2,Base,1,"0_11",0,1,92,2025-08-06 00:53:33.366,2025-08-06 00:53:33.366,5
2025-08-06 00:53:41.838,M2,Base,4,"50_12",0.5,1,93,2025-08-06 00:53:38.678,2025-08-06 00:53:38.678,5
2025-08-06 00:53:47.058,M2,Base,2,"10_13",0.1,1,94,2025-08-06 00:53:45.093,2025-08-06 00:53:45.093,5
2025-08-06 00:53:52.319,M2,Base,3,"50_14",0.5,1,95,2025-08-06 00:53:50.607,2025-08-06 00:53:50.607,5
2025-08-06 00:53:59.856,M2,Base,3,"30_15",0.3,2,97,2025-08-06 00:53:55.317,2025-08-06 00:53:57.884,5
