Timestamp,ParticipantName,VisualCondition,BoxID,BallName,Stiffness,BlockGrabCount,TotalGrabCount,FirstGrabTimestamp,LastGrabTimestamp,Confidence
2025-08-05 19:57:34.834,M1,Vision,1,"FeltBall_1",0,1,62,2025-08-05 19:49:15.102,2025-08-05 19:57:33.300,5
2025-08-05 19:57:40.423,M1,Vision,5,"StealBall_2",1,1,63,2025-08-05 19:49:27.125,2025-08-05 19:57:38.608,5
2025-08-05 19:57:47.078,M1,Vision,4,"BaseBall_3",0.5,1,64,2025-08-05 19:57:45.680,2025-08-05 19:57:45.680,5
2025-08-05 19:57:52.509,M1,Vision,2,"SpongeBall_4",0.1,1,65,2025-08-05 19:49:53.651,2025-08-05 19:57:51.380,5
2025-08-05 19:57:58.641,M1,Vision,1,"FeltBall_5",0,1,66,2025-08-05 19:57:57.225,2025-08-05 19:57:57.225,5
2025-08-05 19:58:03.887,M1,Vision,2,"SpongeBall_6",0.1,1,67,2025-08-05 19:58:02.246,2025-08-05 19:58:02.246,5
2025-08-05 19:58:09.166,M1,Vision,5,"StealBall_7",1,1,68,2025-08-05 19:50:21.128,2025-08-05 19:58:07.787,5
2025-08-05 19:58:15.112,M1,Vision,3,"BouncyBall_8",0.3,1,69,2025-08-05 19:50:48.158,2025-08-05 19:58:13.607,5
2025-08-05 19:58:19.866,M1,Vision,3,"BouncyBall_9",0.3,1,70,2025-08-05 19:58:18.379,2025-08-05 19:58:18.379,5
2025-08-05 19:58:26.024,M1,Vision,3,"BouncyBall_10",0.3,1,71,2025-08-05 19:58:24.470,2025-08-05 19:58:24.470,5
2025-08-05 19:58:31.380,M1,Vision,5,"StealBall_11",1,1,72,2025-08-05 19:58:30.327,2025-08-05 19:58:30.327,5
2025-08-05 19:58:38.002,M1,Vision,4,"BaseBall_12",0.5,1,73,2025-08-05 19:58:36.694,2025-08-05 19:58:36.694,5
2025-08-05 19:58:42.749,M1,Vision,1,"FeltBall_13",0,1,74,2025-08-05 19:58:40.927,2025-08-05 19:58:40.927,5
2025-08-05 19:58:53.852,M1,Vision,4,"BaseBall_14",0.5,2,76,2025-08-05 19:51:46.968,2025-08-05 19:58:52.281,5
2025-08-05 19:58:59.320,M1,Vision,2,"SpongeBall_15",0.1,1,77,2025-08-05 19:58:56.769,2025-08-05 19:58:56.769,5
