Timestamp,ParticipantName,VisualCondition,BoxID,BallName,Stiffness,BlockGrabCount,TotalGrabCount,FirstGrabTimestamp,LastGrabTimestamp,Confidence
2025-08-06 13:11:20.727,M3,Confusion,4,"BouncyBall_1",0.5,1,29,2025-08-06 13:11:18.435,2025-08-06 13:11:18.435,4
2025-08-06 13:11:27.371,M3,Confusion,5,"SpongeBall_2",1,1,30,2025-08-06 13:11:25.174,2025-08-06 13:11:25.174,5
2025-08-06 13:11:33.374,M3,Confusion,1,"StealBall_3",0,1,31,2025-08-06 13:11:31.466,2025-08-06 13:11:31.466,5
2025-08-06 13:11:42.443,M3,Confusion,5,"BouncyBall_4",1,1,32,2025-08-06 13:11:40.445,2025-08-06 13:11:40.445,5
2025-08-06 13:11:49.561,M3,Confusion,4,"BaseBall_5",0.3,1,33,2025-08-06 13:11:46.803,2025-08-06 13:11:46.803,4
2025-08-06 13:11:58.584,M3,Confusion,5,"FeltBall_6",0.5,1,34,2025-08-06 13:11:54.046,2025-08-06 13:11:54.046,4
2025-08-06 13:12:05.614,M3,Confusion,2,"BaseBall_7",0.1,1,35,2025-08-06 13:12:03.718,2025-08-06 13:12:03.718,5
2025-08-06 13:12:12.459,M3,Confusion,1,"StealBall_8",0,1,36,2025-08-06 13:12:10.905,2025-08-06 13:12:10.905,5
2025-08-06 13:12:21.202,M3,Confusion,3,"SpongeBall_9",0.3,1,37,2025-08-06 13:12:17.484,2025-08-06 13:12:17.484,4
2025-08-06 13:12:29.470,M3,Confusion,5,"FeltBall_10",1,1,38,2025-08-06 13:12:27.164,2025-08-06 13:12:27.164,5
2025-08-06 13:12:39.354,M3,Confusion,3,"FeltBall_11",0.1,1,39,2025-08-06 13:12:36.521,2025-08-06 13:12:36.521,4
2025-08-06 13:12:48.709,M3,Confusion,2,"BouncyBall_12",0.1,1,40,2025-08-06 13:10:02.406,2025-08-06 13:12:45.283,4
2025-08-06 13:12:55.641,M3,Confusion,1,"BaseBall_13",0,1,41,2025-08-06 13:12:53.635,2025-08-06 13:12:53.635,5
2025-08-06 13:13:05.632,M3,Confusion,2,"SpongeBall_14",0.3,1,42,2025-08-06 13:13:01.305,2025-08-06 13:13:01.305,4
2025-08-06 13:13:12.965,M3,Confusion,4,"StealBall_15",0.5,1,43,2025-08-06 13:13:10.667,2025-08-06 13:13:10.667,4
