Timestamp,ParticipantName,VisualCondition,BoxID,BallName,Stiffness,BlockGrabCount,TotalGrabCount,FirstGrabTimestamp,LastGrabTimestamp,Confidence
2025-08-06 00:59:04.057,M2,Base,3,"30_1",0.3,2,137,2025-08-06 00:59:00.481,2025-08-06 00:59:01.962,5
2025-08-06 00:59:11.295,M2,Base,5,"100_2",1,1,138,2025-08-06 00:52:25.540,2025-08-06 00:59:08.311,5
2025-08-06 00:59:17.081,M2,Base,5,"100_3",1,1,139,2025-08-06 00:46:51.555,2025-08-06 00:59:14.751,5
2025-08-06 00:59:22.711,M2,Base,4,"30_4",0.3,1,140,2025-08-06 00:46:59.383,2025-08-06 00:59:20.474,5
2025-08-06 00:59:27.421,M2,Base,1,"0_5",0,1,141,2025-08-06 00:52:46.989,2025-08-06 00:59:25.875,5
2025-08-06 00:59:32.503,M2,Base,1,"0_6",0,1,142,2025-08-06 00:59:31.097,2025-08-06 00:59:31.097,5
2025-08-06 00:59:38.449,M2,Base,4,"50_7",0.5,1,143,2025-08-06 00:59:35.716,2025-08-06 00:59:35.716,5
2025-08-06 00:59:44.811,M2,Base,3,"30_8",0.3,2,145,2025-08-06 00:59:41.472,2025-08-06 00:59:43.635,5
2025-08-06 00:59:50.232,M2,Base,5,"100_9",1,1,146,2025-08-06 00:59:47.794,2025-08-06 00:59:47.794,5
2025-08-06 00:59:55.385,M2,Base,1,"0_10",0,1,147,2025-08-06 00:59:53.595,2025-08-06 00:59:53.595,5
2025-08-06 01:00:01.859,M2,Base,4,"50_11",0.5,1,148,2025-08-06 00:59:59.621,2025-08-06 00:59:59.621,5
2025-08-06 01:00:06.439,M2,Base,2,"10_12",0.1,1,149,2025-08-06 01:00:05.192,2025-08-06 01:00:05.192,5
2025-08-06 01:00:11.065,M2,Base,2,"10_13",0.1,1,150,2025-08-06 00:53:45.093,2025-08-06 01:00:09.670,5
2025-08-06 01:00:15.813,M2,Base,2,"10_14",0.1,1,151,2025-08-06 01:00:14.232,2025-08-06 01:00:14.232,5
2025-08-06 01:00:23.144,M2,Base,3,"50_15",0.5,2,153,2025-08-06 01:00:18.976,2025-08-06 01:00:21.524,5
