Timestamp,ParticipantName,VisualCondition,BoxID,BallName,Stiffness,BlockGrabCount,TotalGrabCount,FirstGrabTimestamp,LastGrabTimestamp,Confidence
2025-08-05 19:49:19.958,M1,Confusion,5,"FeltBall_1",1,1,13,2025-08-05 19:49:15.102,2025-08-05 19:49:15.102,5
2025-08-05 19:49:30.201,M1,Confusion,2,"StealBall_2",0.1,1,14,2025-08-05 19:49:27.125,2025-08-05 19:49:27.125,5
2025-08-05 19:49:45.849,M1,Confusion,2,"BouncyBall_3",0.1,1,15,2025-08-05 19:49:43.493,2025-08-05 19:49:43.493,4
2025-08-05 19:49:55.941,M1,Confusion,5,"SpongeBall_4",0.5,1,16,2025-08-05 19:49:53.651,2025-08-05 19:49:53.651,5
2025-08-05 19:50:07.875,M1,Confusion,5,"BouncyBall_5",1,1,17,2025-08-05 19:50:04.178,2025-08-05 19:50:04.178,5
2025-08-05 19:50:17.018,M1,Confusion,1,"StealBall_6",0,1,18,2025-08-05 19:50:14.846,2025-08-05 19:50:14.846,5
2025-08-05 19:50:41.385,M1,Confusion,5,"StealBall_7",0.5,3,21,2025-08-05 19:50:21.128,2025-08-05 19:50:39.222,5
2025-08-05 19:50:51.215,M1,Confusion,5,"BouncyBall_8",0.5,1,22,2025-08-05 19:50:48.158,2025-08-05 19:50:48.158,5
2025-08-05 19:50:59.383,M1,Confusion,5,"FeltBall_9",1,1,23,2025-08-05 19:50:56.282,2025-08-05 19:50:56.282,5
2025-08-05 19:51:21.017,M1,Confusion,2,"FeltBall_10",0.1,2,25,2025-08-05 19:51:13.676,2025-08-05 19:51:19.240,5
2025-08-05 19:51:28.973,M1,Confusion,1,"BaseBall_11",0,1,26,2025-08-05 19:51:26.642,2025-08-05 19:51:26.642,5
2025-08-05 19:51:35.981,M1,Confusion,1,"SpongeBall_12",0,1,27,2025-08-05 19:51:34.369,2025-08-05 19:51:34.369,5
2025-08-05 19:51:42.020,M1,Confusion,3,"SpongeBall_13",0.3,1,28,2025-08-05 19:51:40.133,2025-08-05 19:51:40.133,5
2025-08-05 19:51:48.504,M1,Confusion,3,"BaseBall_14",0.3,1,29,2025-08-05 19:51:46.968,2025-08-05 19:51:46.968,5
2025-08-05 19:51:55.446,M1,Confusion,3,"BaseBall_15",0.3,1,30,2025-08-05 19:51:53.401,2025-08-05 19:51:53.401,5
