Timestamp,ParticipantName,VisualCondition,BoxID,BallName,Stiffness,BlockGrabCount,TotalGrabCount,FirstGrabTimestamp,LastGrabTimestamp,Confidence
2025-08-06 00:56:45.796,M2,Confusion,1,"BouncyBall_1",0,1,117,2025-08-06 00:56:44.017,2025-08-06 00:56:44.017,5
2025-08-06 00:56:52.152,M2,Confusion,1,"SpongeBall_2",0,1,118,2025-08-06 00:47:31.442,2025-08-06 00:56:50.389,5
2025-08-06 00:57:00.123,M2,Confusion,3,"StealBall_3",0.3,2,120,2025-08-06 00:47:38.527,2025-08-06 00:56:57.890,5
2025-08-06 00:57:07.022,M2,Confusion,2,"BaseBall_4",0.1,1,121,2025-08-06 00:57:05.283,2025-08-06 00:57:05.283,5
2025-08-06 00:57:13.596,M2,Confusion,1,"StealBall_5",0,1,122,2025-08-06 00:57:11.933,2025-08-06 00:57:11.933,5
2025-08-06 00:57:21.238,M2,Confusion,2,"BaseBall_6",0.1,1,123,2025-08-06 00:47:58.582,2025-08-06 00:57:19.451,5
2025-08-06 00:57:27.678,M2,Confusion,4,"SpongeBall_7",0.5,1,124,2025-08-06 00:57:25.598,2025-08-06 00:57:25.598,5
2025-08-06 00:57:32.773,M2,Confusion,2,"StealBall_8",0.1,1,125,2025-08-06 00:50:48.902,2025-08-06 00:57:30.878,5
2025-08-06 00:57:41.695,M2,Confusion,4,"FeltBall_9",0.5,2,127,2025-08-06 00:48:31.801,2025-08-06 00:57:39.690,5
2025-08-06 00:57:47.910,M2,Confusion,5,"FeltBall_10",1,1,128,2025-08-06 00:57:45.537,2025-08-06 00:57:45.537,5
2025-08-06 00:57:54.191,M2,Confusion,5,"BouncyBall_11",1,1,129,2025-08-06 00:48:45.233,2025-08-06 00:57:51.417,5
2025-08-06 00:58:00.388,M2,Confusion,5,"BouncyBall_12",1,1,130,2025-08-06 00:51:11.579,2025-08-06 00:57:57.457,5
2025-08-06 00:58:10.071,M2,Confusion,3,"BaseBall_13",0.3,3,133,2025-08-06 00:58:03.857,2025-08-06 00:58:08.451,5
2025-08-06 00:58:17.538,M2,Confusion,3,"SpongeBall_14",0.3,1,134,2025-08-06 00:58:15.433,2025-08-06 00:58:15.433,5
2025-08-06 00:58:23.229,M2,Confusion,4,"FeltBall_15",0.5,1,135,2025-08-06 00:58:21.371,2025-08-06 00:58:21.371,5
