Timestamp,ParticipantName,VisualCondition,BoxID,BallName,Stiffness,BlockGrabCount,TotalGrabCount,FirstGrabTimestamp,LastGrabTimestamp,Confidence
2025-08-05 20:01:37.643,M1,Vision,1,"FeltBall_1",0,1,95,2025-08-05 19:49:15.102,2025-08-05 20:01:36.432,5
2025-08-05 20:01:42.164,M1,Vision,1,"FeltBall_2",0,1,96,2025-08-05 20:01:40.725,2025-08-05 20:01:40.725,5
2025-08-05 20:01:46.393,M1,Vision,1,"FeltBall_3",0,1,97,2025-08-05 19:52:53.742,2025-08-05 20:01:45.111,5
2025-08-05 20:01:50.595,M1,Vision,2,"SpongeBall_4",0.1,1,98,2025-08-05 19:49:53.651,2025-08-05 20:01:49.498,5
2025-08-05 20:01:55.072,M1,Vision,2,"SpongeBall_5",0.1,1,99,2025-08-05 20:01:53.632,2025-08-05 20:01:53.632,5
2025-08-05 20:01:59.832,M1,Vision,4,"BaseBall_6",0.5,1,100,2025-08-05 20:01:58.021,2025-08-05 20:01:58.021,5
2025-08-05 20:02:04.035,M1,Vision,3,"BouncyBall_7",0.3,1,101,2025-08-05 20:02:02.572,2025-08-05 20:02:02.572,5
2025-08-05 20:02:08.478,M1,Vision,3,"BouncyBall_8",0.3,1,102,2025-08-05 19:50:48.158,2025-08-05 20:02:07.117,5
2025-08-05 20:02:12.842,M1,Vision,4,"BaseBall_9",0.5,1,103,2025-08-05 20:02:11.562,2025-08-05 20:02:11.562,5
2025-08-05 20:02:17.430,M1,Vision,4,"BaseBall_10",0.5,1,104,2025-08-05 19:53:53.459,2025-08-05 20:02:15.758,5
2025-08-05 20:02:21.763,M1,Vision,5,"StealBall_11",1,1,105,2025-08-05 19:58:30.327,2025-08-05 20:02:20.509,5
2025-08-05 20:02:27.201,M1,Vision,2,"SpongeBall_12",0.1,1,106,2025-08-05 19:51:34.369,2025-08-05 20:02:24.711,4
2025-08-05 20:02:33.352,M1,Vision,5,"StealBall_13",1,1,107,2025-08-05 20:02:31.737,2025-08-05 20:02:31.737,5
2025-08-05 20:02:38.361,M1,Vision,2,"BouncyBall_14",0.3,1,108,2025-08-05 20:02:36.215,2025-08-05 20:02:36.215,5
2025-08-05 20:02:44.670,M1,Vision,5,"StealBall_15",1,1,109,2025-08-05 20:02:41.562,2025-08-05 20:02:41.562,5
