Timestamp,ParticipantName,VisualCondition,BoxID,BallName,Stiffness,BlockGrabCount,TotalGrabCount,FirstGrabTimestamp,LastGrabTimestamp,Confidence
2025-08-06 13:21:48.743,M3,Base,5,"100_1",1,2,94,2025-08-06 13:21:45.345,2025-08-06 13:21:45.654,5
2025-08-06 13:21:57.046,M3,Base,4,"30_2",0.3,1,95,2025-08-06 13:21:53.696,2025-08-06 13:21:53.696,5
2025-08-06 13:22:04.924,M3,Base,4,"50_3",0.5,1,96,2025-08-06 13:22:02.534,2025-08-06 13:22:02.534,5
2025-08-06 13:22:13.311,M3,Base,5,"100_4",1,1,97,2025-08-06 13:22:10.120,2025-08-06 13:22:10.120,5
2025-08-06 13:22:21.196,M3,Base,3,"10_5",0.1,1,98,2025-08-06 13:22:17.602,2025-08-06 13:22:17.602,5
2025-08-06 13:22:35.057,M3,Base,1,"0_6",0,1,99,2025-08-06 13:19:47.640,2025-08-06 13:22:27.378,5
2025-08-06 13:22:43.641,M3,Base,5,"50_7",0.5,1,100,2025-08-06 13:22:41.362,2025-08-06 13:22:41.362,5
2025-08-06 13:22:54.417,M3,Base,5,"100_8",1,2,102,2025-08-06 13:22:50.171,2025-08-06 13:22:52.736,5
2025-08-06 13:23:02.301,M3,Base,2,"10_9",0.1,1,103,2025-08-06 13:22:59.770,2025-08-06 13:22:59.770,5
2025-08-06 13:23:09.843,M3,Base,2,"10_10",0.1,1,104,2025-08-06 13:23:07.189,2025-08-06 13:23:07.189,5
2025-08-06 13:23:17.514,M3,Base,4,"50_11",0.5,1,105,2025-08-06 13:23:15.123,2025-08-06 13:23:15.123,5
2025-08-06 13:23:24.521,M3,Base,3,"30_12",0.3,1,106,2025-08-06 13:20:35.080,2025-08-06 13:23:21.580,5
2025-08-06 13:23:32.975,M3,Base,1,"0_13",0,1,107,2025-08-06 13:23:30.785,2025-08-06 13:23:30.785,5
2025-08-06 13:23:40.893,M3,Base,3,"30_14",0.3,1,108,2025-08-06 13:20:50.649,2025-08-06 13:23:38.755,4
2025-08-06 13:23:46.275,M3,Base,1,"0_15",0,1,109,2025-08-06 13:23:44.468,2025-08-06 13:23:44.468,5
