Timestamp,ParticipantName,VisualCondition,BoxID,BallName,Stiffness,BlockGrabCount,TotalGrabCount,FirstGrabTimestamp,LastGrabTimestamp,Confidence
2025-08-06 13:16:36.016,M3,Vision,1,"FeltBall_1",0,1,60,2025-08-06 13:16:32.981,2025-08-06 13:16:32.981,5
2025-08-06 13:16:44.357,M3,Vision,3,"BouncyBall_2",0.3,2,62,2025-08-06 13:13:59.999,2025-08-06 13:16:41.617,5
2025-08-06 13:16:51.710,M3,Vision,1,"FeltBall_3",0,1,63,2025-08-06 13:14:07.478,2025-08-06 13:16:48.557,5
2025-08-06 13:16:58.708,M3,Vision,2,"SpongeBall_4",0.1,1,64,2025-08-06 13:16:56.710,2025-08-06 13:16:56.710,5
2025-08-06 13:17:06.275,M3,Vision,3,"BouncyBall_5",0.3,1,65,2025-08-06 13:17:03.945,2025-08-06 13:17:03.945,5
2025-08-06 13:17:14.047,M3,Vision,4,"BaseBall_6",0.5,1,66,2025-08-06 13:17:11.497,2025-08-06 13:17:11.497,5
2025-08-06 13:17:21.748,M3,Vision,4,"BaseBall_7",0.5,1,67,2025-08-06 13:12:03.718,2025-08-06 13:17:17.987,5
2025-08-06 13:17:33.123,M3,Vision,2,"SpongeBall_8",0.1,1,68,2025-08-06 13:09:28.226,2025-08-06 13:17:30.568,4
2025-08-06 13:17:43.047,M3,Vision,5,"StealBall_9",1,1,69,2025-08-06 13:14:58.916,2025-08-06 13:17:40.598,5
2025-08-06 13:17:51.026,M3,Vision,1,"FeltBall_10",0,1,70,2025-08-06 13:12:27.164,2025-08-06 13:17:47.642,5
2025-08-06 13:17:59.610,M3,Vision,3,"BaseBall_11",0.5,2,72,2025-08-06 13:09:54.762,2025-08-06 13:17:56.447,5
2025-08-06 13:18:07.555,M3,Vision,2,"SpongeBall_12",0.1,1,73,2025-08-06 13:18:05.685,2025-08-06 13:18:05.685,4
2025-08-06 13:18:17.794,M3,Vision,5,"StealBall_13",1,1,74,2025-08-06 13:18:15.247,2025-08-06 13:18:15.247,5
2025-08-06 13:18:26.956,M3,Vision,5,"StealBall_14",1,1,75,2025-08-06 13:18:24.086,2025-08-06 13:18:24.086,5
2025-08-06 13:18:35.913,M3,Vision,3,"BouncyBall_15",0.3,1,76,2025-08-06 13:18:32.889,2025-08-06 13:18:32.889,4
