Timestamp,ParticipantName,VisualCondition,BoxID,BallName,Stiffness,BlockGrabCount,TotalGrabCount,FirstGrabTimestamp,LastGrabTimestamp,Confidence
2025-08-05 19:59:44.485,M1,Base,3,"30_1",0.3,3,80,2025-08-05 19:47:40.261,2025-08-05 19:59:42.926,5
2025-08-05 19:59:50.736,M1,Base,2,"10_2",0.1,1,81,2025-08-05 19:48:19.690,2025-08-05 19:59:49.078,5
2025-08-05 19:59:55.438,M1,Base,4,"50_3",0.5,1,82,2025-08-05 19:59:54.135,2025-08-05 19:59:54.135,5
2025-08-05 19:59:59.740,M1,Base,1,"0_4",0,1,83,2025-08-05 19:59:58.295,2025-08-05 19:59:58.295,5
2025-08-05 20:00:05.830,M1,Base,5,"100_5",1,1,84,2025-08-05 20:00:04.218,2025-08-05 20:00:04.218,5
2025-08-05 20:00:11.129,M1,Base,4,"50_6",0.5,1,85,2025-08-05 20:00:09.505,2025-08-05 20:00:09.505,5
2025-08-05 20:00:16.401,M1,Base,1,"0_7",0,1,86,2025-08-05 20:00:14.067,2025-08-05 20:00:14.067,5
2025-08-05 20:00:21.513,M1,Base,2,"10_8",0.1,1,87,2025-08-05 19:56:05.874,2025-08-05 20:00:19.656,5
2025-08-05 20:00:27.102,M1,Base,3,"30_9",0.3,1,88,2025-08-05 20:00:25.941,2025-08-05 20:00:25.941,5
2025-08-05 20:00:31.923,M1,Base,2,"10_10",0.1,1,89,2025-08-05 20:00:30.491,2025-08-05 20:00:30.491,5
2025-08-05 20:00:39.966,M1,Base,5,"100_11",1,1,90,2025-08-05 20:00:38.243,2025-08-05 20:00:38.243,5
2025-08-05 20:00:44.443,M1,Base,1,"0_12",0,1,91,2025-08-05 19:56:37.918,2025-08-05 20:00:43.015,5
2025-08-05 20:00:49.801,M1,Base,4,"50_13",0.5,1,92,2025-08-05 20:00:48.052,2025-08-05 20:00:48.052,5
2025-08-05 20:00:55.046,M1,Base,3,"30_14",0.3,1,93,2025-08-05 20:00:53.982,2025-08-05 20:00:53.982,5
2025-08-05 20:00:59.751,M1,Base,5,"100_15",1,1,94,2025-08-05 20:00:57.835,2025-08-05 20:00:57.835,5
