PlayerName,Player01
VisualCondition,Base
LoadCondition,Low
GrabbedObject,100-16
Timestamp,Frame,PoseType,JointName,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW
0.0071,6325,Real,Wrist,-17.719880,0.979349,20.849420,-0.698027,-0.144143,-0.041946,0.700159
0.0071,6325,Real,Thumb_CMC,-17.691280,1.014584,20.862850,-0.092187,-0.397292,0.373076,0.833352
0.0071,6325,Real,Thumb_MCP,-17.673450,1.045104,20.888910,-0.032233,-0.406572,0.245329,0.879474
0.0071,6325,Real,Thumb_IP,-17.646530,1.067547,20.923190,0.076580,-0.400593,0.003681,0.913043
0.0071,6325,Real,Thumb_FingerTip,-17.627180,1.065990,20.944060,0.076580,-0.400593,0.003681,0.913043
0.0071,6325,Real,Index_MCP,-17.621060,1.026982,20.882390,-0.652884,-0.199154,-0.094388,0.724687
0.0071,6325,Real,Index_PIP,-17.578780,1.032753,20.901680,-0.614453,-0.297266,-0.204800,0.701525
0.0071,6325,Real,Index_DIP,-17.559590,1.034777,20.919040,-0.567313,-0.379573,-0.300070,0.666362
0.0071,6325,Real,Index_FingerTip,-17.545290,1.035604,20.941810,-0.567313,-0.379573,-0.300070,0.666362
0.0071,6325,Real,Middle_MCP,-17.615860,1.000105,20.880640,-0.675756,-0.226655,-0.125448,0.690104
0.0071,6325,Real,Middle_PIP,-17.570140,1.007138,20.906120,-0.622487,-0.347172,-0.250336,0.655220
0.0071,6325,Real,Middle_DIP,-17.552580,1.010025,20.927360,-0.556289,-0.445602,-0.355536,0.604629
0.0071,6325,Real,Middle_FingerTip,-17.542670,1.011889,20.953810,-0.556289,-0.445602,-0.355536,0.604629
0.0071,6325,Real,Ring_MCP,-17.616840,0.975557,20.881440,-0.697300,-0.216893,-0.116539,0.673164
0.0071,6325,Real,Ring_PIP,-17.575950,0.982331,20.902600,-0.653812,-0.325268,-0.222349,0.645981
0.0071,6325,Real,Ring_DIP,-17.557780,0.985968,20.921320,-0.600339,-0.415769,-0.312792,0.607365
0.0071,6325,Real,Ring_FingerTip,-17.545950,0.989045,20.944050,-0.600339,-0.415769,-0.312792,0.607365
0.0071,6325,Real,Pinky_MCP,-17.622980,0.954064,20.882340,-0.709108,-0.217307,-0.117700,0.660371
0.0071,6325,Real,Pinky_PIP,-17.588420,0.960078,20.900210,-0.665404,-0.327559,-0.221456,0.633167
0.0071,6325,Real,Pinky_DIP,-17.575810,0.962930,20.913230,-0.611481,-0.419700,-0.310068,0.594812
0.0071,6325,Real,Pinky_FingerTip,-17.567090,0.965697,20.930060,-0.611481,-0.419700,-0.310068,0.594812
0.0071,6325,Virtual,Wrist,-17.720030,0.992058,20.830370,-0.698147,-0.142635,-0.040954,0.700407
0.0071,6325,Virtual,Thumb_CMC,-17.691350,1.027272,20.843700,-0.091656,-0.395770,0.372933,0.834198
0.0071,6325,Virtual,Thumb_MCP,-17.673400,1.057779,20.869690,-0.031933,-0.404988,0.245062,0.880290
0.0071,6325,Virtual,Thumb_IP,-17.646350,1.080201,20.903890,0.076449,-0.398987,0.003208,0.913759
0.0071,6325,Virtual,Thumb_FingerTip,-17.626930,1.078630,20.924680,0.076449,-0.398987,0.003208,0.913759
0.0071,6325,Virtual,Index_MCP,-17.621050,1.039618,20.862990,-0.653117,-0.197618,-0.093486,0.725014
0.0071,6325,Virtual,Index_PIP,-17.578700,1.045358,20.882130,-0.614920,-0.295784,-0.203958,0.701987
0.0071,6325,Virtual,Index_DIP,-17.559450,1.047368,20.899420,-0.567981,-0.378170,-0.299300,0.666937
0.0071,6325,Virtual,Index_FingerTip,-17.545060,1.048184,20.922140,-0.567981,-0.378170,-0.299300,0.666937
0.0071,6325,Virtual,Middle_MCP,-17.615880,1.012738,20.861230,-0.676055,-0.225173,-0.124492,0.690470
0.0071,6325,Virtual,Middle_PIP,-17.570060,1.019737,20.886530,-0.623054,-0.345770,-0.249463,0.655755
0.0071,6325,Virtual,Middle_DIP,-17.552420,1.022611,20.907720,-0.557081,-0.444314,-0.354764,0.605301
0.0071,6325,Virtual,Middle_FingerTip,-17.542420,1.024466,20.934130,-0.557081,-0.444314,-0.354764,0.605301
0.0071,6325,Virtual,Ring_MCP,-17.616870,0.988190,20.862030,-0.697580,-0.215433,-0.115538,0.673515
0.0071,6325,Virtual,Ring_PIP,-17.575900,0.994934,20.883030,-0.654321,-0.323871,-0.221417,0.646488
0.0071,6325,Virtual,Ring_DIP,-17.557660,0.998558,20.901700,-0.601043,-0.414459,-0.311942,0.608000
0.0071,6325,Virtual,Ring_FingerTip,-17.545750,1.001625,20.924380,-0.601043,-0.414459,-0.311942,0.608000
0.0071,6325,Virtual,Pinky_MCP,-17.623030,0.966702,20.862950,-0.709391,-0.215866,-0.116673,0.660723
0.0071,6325,Virtual,Pinky_PIP,-17.588390,0.972690,20.880700,-0.665912,-0.326181,-0.220499,0.633678
0.0071,6325,Virtual,Pinky_DIP,-17.575740,0.975533,20.893670,-0.612182,-0.418409,-0.309194,0.595455
0.0071,6325,Virtual,Pinky_FingerTip,-17.566950,0.978293,20.910460,-0.612182,-0.418409,-0.309194,0.595455
0.0071,6325,Render,Wrist,-17.720030,0.992058,20.830370,-0.698147,-0.142635,-0.040954,0.700407
