PlayerName,Player01
VisualCondition,Base
LoadCondition,Low
GrabbedObject,10-12
Timestamp,Frame,PoseType,JointName,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW
0.0025,6205,Real,Wrist,-17.701870,0.996585,20.830010,0.702285,0.158064,0.084850,-0.688921
0.0025,6205,Real,Thumb_CMC,-17.672970,1.030739,20.845450,0.124453,0.412406,-0.342540,-0.834925
0.0025,6205,Real,Thumb_MCP,-17.654300,1.060363,20.871940,0.056797,0.427014,-0.204401,-0.879007
0.0025,6205,Real,Thumb_IP,-17.627240,1.080360,20.907610,-0.067479,0.425457,0.055063,-0.900778
0.0025,6205,Real,Thumb_FingerTip,-17.609240,1.075896,20.929240,-0.067479,0.425457,0.055063,-0.900778
0.0025,6205,Real,Index_MCP,-17.604120,1.040390,20.870610,0.653971,0.222357,0.143297,-0.708764
0.0025,6205,Real,Index_PIP,-17.563840,1.044497,20.894140,0.602464,0.337873,0.270129,-0.670754
0.0025,6205,Real,Index_DIP,-17.547610,1.045658,20.914350,0.538774,0.432254,0.376649,-0.617264
0.0025,6205,Real,Index_FingerTip,-17.538390,1.045679,20.939630,0.538774,0.432254,0.376649,-0.617264
0.0025,6205,Real,Middle_MCP,-17.599960,1.013298,20.869520,0.674628,0.251129,0.176783,-0.671238
0.0025,6205,Real,Middle_PIP,-17.557120,1.018658,20.899920,0.605345,0.389545,0.316193,-0.617927
0.0025,6205,Real,Middle_DIP,-17.543350,1.020899,20.923880,0.518942,0.498887,0.429334,-0.545421
0.0025,6205,Real,Middle_FingerTip,-17.539570,1.022299,20.951890,0.518942,0.498887,0.429334,-0.545421
0.0025,6205,Real,Ring_MCP,-17.602060,0.988824,20.870450,0.697444,0.237392,0.165292,-0.655665
0.0025,6205,Real,Ring_PIP,-17.563310,0.994147,20.895670,0.643102,0.359449,0.280988,-0.615031
0.0025,6205,Real,Ring_DIP,-17.547940,0.997221,20.916840,0.576045,0.459299,0.377317,-0.561115
0.0025,6205,Real,Ring_FingerTip,-17.540370,0.999949,20.941350,0.576045,0.459299,0.377317,-0.561115
0.0025,6205,Real,Pinky_MCP,-17.609180,0.967624,20.871030,0.709137,0.237157,0.166526,-0.642769
0.0025,6205,Real,Pinky_PIP,-17.576410,0.972438,20.892330,0.654645,0.361328,0.279873,-0.602124
0.0025,6205,Real,Pinky_DIP,-17.565740,0.974934,20.907030,0.587129,0.463032,0.374116,-0.548562
0.0025,6205,Real,Pinky_FingerTip,-17.560160,0.977487,20.925180,0.587129,0.463032,0.374116,-0.548562
0.0025,6205,Virtual,Wrist,-17.702190,0.996969,20.826320,0.704142,0.154795,0.079223,-0.688438
0.0025,6205,Virtual,Thumb_CMC,-17.673180,1.031263,20.841250,0.123646,0.406540,-0.345275,-0.836793
0.0025,6205,Virtual,Thumb_MCP,-17.654250,1.061051,20.867370,0.056940,0.421095,-0.206801,-0.881289
0.0025,6205,Virtual,Thumb_IP,-17.626810,1.081274,20.902610,-0.065652,0.419825,0.053414,-0.903651
0.0025,6205,Virtual,Thumb_FingerTip,-17.608510,1.076952,20.924030,-0.065652,0.419825,0.053414,-0.903651
0.0025,6205,Virtual,Index_MCP,-17.604050,1.041196,20.865480,0.656160,0.219032,0.137805,-0.708865
0.0025,6205,Virtual,Index_PIP,-17.563490,1.045508,20.888500,0.605223,0.335003,0.264747,-0.671854
0.0025,6205,Virtual,Index_DIP,-17.547000,1.046799,20.908500,0.541966,0.429876,0.371521,-0.619234
0.0025,6205,Virtual,Index_FingerTip,-17.537470,1.046956,20.933650,0.541966,0.429876,0.371521,-0.619234
0.0025,6205,Virtual,Middle_MCP,-17.599830,1.014110,20.864480,0.676908,0.248139,0.171142,-0.671516
0.0025,6205,Virtual,Middle_PIP,-17.556620,1.019712,20.894310,0.608212,0.387112,0.310742,-0.619405
0.0025,6205,Virtual,Middle_DIP,-17.542560,1.022094,20.918080,0.522223,0.497052,0.424270,-0.547922
0.0025,6205,Virtual,Middle_FingerTip,-17.538430,1.023628,20.946030,0.522223,0.497052,0.424270,-0.547922
0.0025,6205,Virtual,Ring_MCP,-17.601860,0.989636,20.865540,0.699633,0.234504,0.159558,-0.655792
0.0025,6205,Virtual,Ring_PIP,-17.562810,0.995167,20.890240,0.645777,0.357003,0.275372,-0.616192
0.0025,6205,Virtual,Ring_DIP,-17.547170,0.998374,20.911200,0.579082,0.457321,0.371964,-0.563174
0.0025,6205,Virtual,Ring_FingerTip,-17.539310,1.001230,20.935610,0.579082,0.457321,0.371964,-0.563174
0.0025,6205,Virtual,Pinky_MCP,-17.608910,0.968421,20.866290,0.711305,0.234366,0.160735,-0.642870
0.0025,6205,Virtual,Pinky_PIP,-17.575900,0.973411,20.887160,0.657282,0.358976,0.274195,-0.603270
0.0025,6205,Virtual,Pinky_DIP,-17.565040,0.975999,20.901720,0.590113,0.461139,0.368701,-0.550616
