PlayerName,Player01
VisualCondition,Base
LoadCondition,Low
GrabbedObject,100-8
Timestamp,Frame,PoseType,JointName,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW
0.0140,5198,Real,Wrist,-17.725840,0.957199,20.830420,0.625935,0.178304,0.057615,-0.757030
0.0140,5198,Real,Thumb_CMC,-17.700050,0.990658,20.851760,0.001483,0.449658,-0.318064,-0.834651
0.0140,5198,Real,Thumb_MCP,-17.682780,1.014031,20.884680,-0.071265,0.443977,-0.178876,-0.875106
0.0140,5198,Real,Thumb_IP,-17.656210,1.026278,20.924030,-0.196227,0.404585,0.080989,-0.889521
0.0140,5198,Real,Thumb_FingerTip,-17.637420,1.017647,20.943640,-0.196227,0.404585,0.080989,-0.889521
0.0140,5198,Real,Index_MCP,-17.631810,1.002470,20.877650,0.575042,0.229786,0.115459,-0.776656
0.0140,5198,Real,Index_PIP,-17.591180,1.006448,20.900580,0.545190,0.293671,0.203007,-0.758495
0.0140,5198,Real,Index_DIP,-17.571830,1.006766,20.917890,0.512266,0.347935,0.279581,-0.733730
0.0140,5198,Real,Index_FingerTip,-17.555650,1.005318,20.939330,0.512266,0.347935,0.279581,-0.733730
0.0140,5198,Real,Middle_MCP,-17.625010,0.976632,20.871440,0.598837,0.254914,0.151502,-0.743949
0.0140,5198,Real,Middle_PIP,-17.581490,0.980850,20.901040,0.544870,0.355956,0.279587,-0.705864
0.0140,5198,Real,Middle_DIP,-17.565130,0.980661,20.923420,0.481808,0.437548,0.387566,-0.652845
0.0140,5198,Real,Middle_FingerTip,-17.556170,0.978273,20.950150,0.481808,0.437548,0.387566,-0.652845
0.0140,5198,Real,Ring_MCP,-17.624640,0.952331,20.867750,0.618312,0.256210,0.154522,-0.726753
0.0140,5198,Real,Ring_PIP,-17.586440,0.956623,20.893970,0.563480,0.361170,0.280185,-0.688145
0.0140,5198,Real,Ring_DIP,-17.571110,0.957187,20.915380,0.498989,0.446054,0.385889,-0.634931
0.0140,5198,Real,Ring_FingerTip,-17.563250,0.956030,20.939930,0.498989,0.446054,0.385889,-0.634931
0.0140,5198,Real,Pinky_MCP,-17.629600,0.930779,20.864380,0.631174,0.256712,0.156147,-0.715078
0.0140,5198,Real,Pinky_PIP,-17.597340,0.934746,20.886590,0.576052,0.363930,0.279727,-0.676367
0.0140,5198,Real,Pinky_DIP,-17.586730,0.935496,20.901540,0.510963,0.450775,0.383567,-0.623374
0.0140,5198,Real,Pinky_FingerTip,-17.580990,0.935159,20.919810,0.510963,0.450775,0.383567,-0.623374
0.0140,5198,Virtual,Wrist,-17.718340,0.996386,20.809240,0.625935,0.178304,0.057615,-0.757030
0.0140,5198,Virtual,Thumb_CMC,-17.692540,1.029845,20.830570,0.001484,0.449658,-0.318063,-0.834651
0.0140,5198,Virtual,Thumb_MCP,-17.675270,1.053218,20.863490,-0.071265,0.443977,-0.178876,-0.875105
0.0140,5198,Virtual,Thumb_IP,-17.648710,1.065466,20.902840,-0.196227,0.404585,0.080989,-0.889521
0.0140,5198,Virtual,Thumb_FingerTip,-17.629920,1.056834,20.922450,-0.196227,0.404585,0.080989,-0.889521
0.0140,5198,Virtual,Index_MCP,-17.624300,1.041658,20.856460,0.575042,0.229786,0.115460,-0.776656
0.0140,5198,Virtual,Index_PIP,-17.583670,1.045635,20.879390,0.545190,0.293671,0.203007,-0.758495
0.0140,5198,Virtual,Index_DIP,-17.564330,1.045953,20.896710,0.512265,0.347935,0.279581,-0.733730
0.0140,5198,Virtual,Index_FingerTip,-17.548150,1.044505,20.918140,0.512265,0.347935,0.279581,-0.733730
0.0140,5198,Virtual,Middle_MCP,-17.617510,1.015819,20.850250,0.598837,0.254914,0.151502,-0.743949
0.0140,5198,Virtual,Middle_PIP,-17.573990,1.020037,20.879860,0.544870,0.355956,0.279587,-0.705864
0.0140,5198,Virtual,Middle_DIP,-17.557630,1.019849,20.902240,0.481808,0.437548,0.387566,-0.652844
0.0140,5198,Virtual,Middle_FingerTip,-17.548660,1.017460,20.928970,0.481808,0.437548,0.387566,-0.652844
0.0140,5198,Virtual,Ring_MCP,-17.617140,0.991518,20.846570,0.618312,0.256210,0.154522,-0.726753
0.0140,5198,Virtual,Ring_PIP,-17.578940,0.995811,20.872790,0.563480,0.361170,0.280185,-0.688145
0.0140,5198,Virtual,Ring_DIP,-17.563600,0.996375,20.894200,0.498989,0.446054,0.385889,-0.634930
0.0140,5198,Virtual,Ring_FingerTip,-17.555750,0.995217,20.918750,0.498989,0.446054,0.385889,-0.634930
0.0140,5198,Virtual,Pinky_MCP,-17.622100,0.969966,20.843190,0.631174,0.256712,0.156147,-0.715078
0.0140,5198,Virtual,Pinky_PIP,-17.589840,0.973933,20.865410,0.576052,0.363930,0.279727,-0.676367
0.0140,5198,Virtual,Pinky_DIP,-17.579220,0.974683,20.880350,0.510963,0.450775,0.383567,-0.623374
0.0140,5198,Virtual,Pinky_FingerTip,-17.573490,0.974347,20.898630,0.510963,0.450775,0.383567,-0.623374
0.0140,5198,Render,Wrist,-17.718480,0.996215,20.809330,0.630573,0.174724,0.061628,-0.753692
0.0140,5198,Render,Thumb_CMC,-17.692270,1.029545,20.830360,-0.024679,0.441958,-0.216982,-0.870048
0.0140,5198,Render,Thumb_MCP,-17.669650,1.045166,20.864610,-0.071634,0.436812,-0.123032,-0.888216
0.0140,5198,Render,Thumb_IP,-17.640810,1.052814,20.903520,-0.161091,0.412293,0.064770,-0.894354
0.0140,5198,Render,Thumb_FingerTip,-17.622250,1.045726,20.923940,-0.161091,0.412293,0.064770,-0.894354
0.0140,5198,Render,Index_MCP,-17.623900,1.040738,20.856160,0.583126,0.218874,0.108802,-0.774739
0.0140,5198,Render,Index_PIP,-17.582660,1.044797,20.877990,0.558160,0.276404,0.186159,-0.759871
0.0140,5198,Render,Index_DIP,-17.562470,1.045463,20.894290,0.530843,0.325802,0.254190,-0.739896
0.0140,5198,Render,Index_FingerTip,-17.544760,1.044649,20.914510,0.530843,0.325802,0.254190,-0.739896
0.0140,5198,Render,Middle_MCP,-17.617430,1.014759,20.850190,0.605868,0.247133,0.149181,-0.741346
0.0140,5198,Render,Middle_PIP,-17.573420,1.018892,20.879090,0.556315,0.344478,0.270428,-0.706200
0.0140,5198,Render,Middle_DIP,-17.556330,1.018929,20.900910,0.498413,0.423953,0.373199,-0.657702
0.0140,5198,Render,Middle_FingerTip,-17.546090,1.016996,20.927230,0.498413,0.423953,0.373199,-0.657702
