PlayerName,Player01
VisualCondition,Base
LoadCondition,Low
GrabbedObject,10-8
Timestamp,Frame,PoseType,JointName,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW
0.0018,5347,Real,Wrist,-17.705560,0.965651,20.824460,-0.693850,-0.123594,0.013226,0.709311
0.0018,5347,Real,Thumb_CMC,-17.677470,1.002269,20.834980,-0.081253,-0.302508,0.369539,0.874830
0.0018,5347,Real,Thumb_MCP,-17.653590,1.032819,20.855580,-0.028628,-0.311920,0.215392,0.924929
0.0018,5347,Real,Thumb_IP,-17.618650,1.053230,20.883270,0.067151,-0.305948,-0.074745,0.946731
0.0018,5347,Real,Thumb_FingerTip,-17.595810,1.048026,20.899490,0.067151,-0.305948,-0.074745,0.946731
0.0018,5347,Real,Index_MCP,-17.606270,1.018176,20.846930,-0.648253,-0.182887,-0.048978,0.737511
0.0018,5347,Real,Index_PIP,-17.562800,1.025897,20.862530,-0.606667,-0.292633,-0.176251,0.717814
0.0018,5347,Real,Index_DIP,-17.542900,1.028545,20.878990,-0.553445,-0.383899,-0.286328,0.681423
0.0018,5347,Real,Index_FingerTip,-17.528340,1.029479,20.901590,-0.553445,-0.383899,-0.286328,0.681423
0.0018,5347,Real,Middle_MCP,-17.599940,0.991601,20.844430,-0.665257,-0.232673,-0.100071,0.702341
0.0018,5347,Real,Middle_PIP,-17.553920,1.000526,20.868720,-0.585723,-0.391959,-0.272881,0.654854
0.0018,5347,Real,Middle_DIP,-17.538840,1.003347,20.891820,-0.481989,-0.514189,-0.413815,0.576242
0.0018,5347,Real,Middle_FingerTip,-17.535200,1.003877,20.919870,-0.481989,-0.514189,-0.413815,0.576242
0.0018,5347,Real,Ring_MCP,-17.599600,0.967033,20.845160,-0.684818,-0.231464,-0.095902,0.684290
0.0018,5347,Real,Ring_PIP,-17.558910,0.975678,20.866010,-0.609179,-0.389168,-0.257447,0.641226
0.0018,5347,Real,Ring_DIP,-17.544030,0.979471,20.887420,-0.510442,-0.511859,-0.390205,0.570254
0.0018,5347,Real,Ring_FingerTip,-17.539610,0.981471,20.912760,-0.510442,-0.511859,-0.390205,0.570254
0.0018,5347,Real,Pinky_MCP,-17.604520,0.945256,20.846560,-0.696602,-0.233447,-0.096122,0.671572
0.0018,5347,Real,Pinky_PIP,-17.570170,0.952978,20.864180,-0.620143,-0.393923,-0.254606,0.628827
0.0018,5347,Real,Pinky_DIP,-17.559890,0.956067,20.879060,-0.520115,-0.518876,-0.384746,0.558765
0.0018,5347,Real,Pinky_FingerTip,-17.556720,0.958170,20.897830,-0.520115,-0.518876,-0.384746,0.558765
0.0018,5347,Virtual,Wrist,-17.707480,0.992506,20.811300,-0.692170,-0.120148,0.022735,0.711301
0.0018,5347,Virtual,Thumb_CMC,-17.679540,1.029349,20.821400,-0.075253,-0.295215,0.373835,0.876033
0.0018,5347,Virtual,Thumb_MCP,-17.655560,1.060061,20.841650,-0.023956,-0.303712,0.219421,0.926844
0.0018,5347,Virtual,Thumb_IP,-17.620290,1.080717,20.868730,0.069119,-0.296711,-0.071485,0.949776
0.0018,5347,Virtual,Thumb_FingerTip,-17.597110,1.075678,20.884520,0.069119,-0.296711,-0.071485,0.949776
0.0018,5347,Virtual,Index_MCP,-17.608280,1.045873,20.832070,-0.646847,-0.178885,-0.039842,0.740272
0.0018,5347,Virtual,Index_PIP,-17.564600,1.053947,20.846890,-0.605977,-0.288448,-0.167732,0.722119
0.0018,5347,Virtual,Index_DIP,-17.544420,1.056734,20.862970,-0.553418,-0.379657,-0.278587,0.687007
0.0018,5347,Virtual,Index_FingerTip,-17.529450,1.057741,20.885300,-0.553418,-0.379657,-0.278587,0.687007
0.0018,5347,Virtual,Middle_MCP,-17.601760,1.019363,20.829390,-0.664147,-0.229004,-0.091001,0.705822
0.0018,5347,Virtual,Middle_PIP,-17.555370,1.028642,20.852840,-0.585569,-0.388129,-0.264972,0.660497
0.0018,5347,Virtual,Middle_DIP,-17.539890,1.031539,20.875650,-0.482704,-0.510423,-0.407386,0.583526
0.0018,5347,Virtual,Middle_FingerTip,-17.535730,1.032030,20.903640,-0.482704,-0.510423,-0.407386,0.583526
0.0018,5347,Virtual,Ring_MCP,-17.601180,0.994797,20.830040,-0.683698,-0.228058,-0.086730,0.687768
0.0018,5347,Virtual,Ring_PIP,-17.560180,1.003757,20.850150,-0.608911,-0.385592,-0.249379,0.646805
0.0018,5347,Virtual,Ring_DIP,-17.544940,1.007629,20.871300,-0.510954,-0.508310,-0.383537,0.577449
0.0018,5347,Virtual,Ring_FingerTip,-17.540070,1.009603,20.896550,-0.510954,-0.508310,-0.383537,0.577449
0.0018,5347,Virtual,Pinky_MCP,-17.605880,0.972972,20.831460,-0.695493,-0.230212,-0.086900,0.675086
0.0018,5347,Virtual,Pinky_PIP,-17.571270,0.980960,20.848460,-0.619842,-0.390516,-0.246498,0.634454
0.0018,5347,Virtual,Pinky_DIP,-17.560750,0.984104,20.863160,-0.520560,-0.515485,-0.378049,0.566014
