Timestamp,ParticipantName,VisualCondition,BoxID,BallName,Stiffness,BlockGrabCount,TotalGrabCount,FirstGrabTimestamp,LastGrabTimestamp,Confidence
2025-08-06 00:49:57.655,M2,Confusion,5,"SpongeBall_1",1,1,62,2025-08-06 00:49:54.323,2025-08-06 00:49:54.323,5
2025-08-06 00:50:04.229,M2,Confusion,2,"BaseBall_2",0.1,1,63,2025-08-06 00:50:01.422,2025-08-06 00:50:01.422,5
2025-08-06 00:50:22.405,M2,Confusion,4,"BouncyBall_3",0.5,2,65,2025-08-06 00:50:08.898,2025-08-06 00:50:18.771,4
2025-08-06 00:50:28.561,M2,Confusion,4,"FeltBall_4",0.5,1,66,2025-08-06 00:47:44.541,2025-08-06 00:50:26.322,5
2025-08-06 00:50:34.528,M2,Confusion,3,"SpongeBall_5",0.3,1,67,2025-08-06 00:47:51.156,2025-08-06 00:50:32.747,5
2025-08-06 00:50:40.699,M2,Confusion,5,"BaseBall_6",1,1,68,2025-08-06 00:47:58.582,2025-08-06 00:50:38.118,5
2025-08-06 00:50:45.945,M2,Confusion,3,"FeltBall_7",0.3,1,69,2025-08-06 00:50:43.965,2025-08-06 00:50:43.965,5
2025-08-06 00:50:50.432,M2,Confusion,1,"StealBall_8",0,1,70,2025-08-06 00:50:48.902,2025-08-06 00:50:48.902,5
2025-08-06 00:50:57.949,M2,Confusion,3,"StealBall_9",0.3,2,72,2025-08-06 00:50:53.898,2025-08-06 00:50:56.137,5
2025-08-06 00:51:02.994,M2,Confusion,2,"BouncyBall_10",0.1,1,73,2025-08-06 00:48:38.608,2025-08-06 00:51:01.372,5
2025-08-06 00:51:08.588,M2,Confusion,5,"BaseBall_11",1,1,74,2025-08-06 00:51:06.499,2025-08-06 00:51:06.499,5
2025-08-06 00:51:13.377,M2,Confusion,2,"BouncyBall_12",0.1,1,75,2025-08-06 00:51:11.579,2025-08-06 00:51:11.579,4
2025-08-06 00:51:21.989,M2,Confusion,1,"StealBall_13",0,1,76,2025-08-06 00:49:01.045,2025-08-06 00:51:20.510,5
2025-08-06 00:51:34.008,M2,Confusion,4,"FeltBall_14",0.5,2,78,2025-08-06 00:51:25.664,2025-08-06 00:51:28.406,4
2025-08-06 00:51:39.323,M2,Confusion,1,"SpongeBall_15",0,1,79,2025-08-06 00:49:14.813,2025-08-06 00:51:37.710,5
